School Year,State,NCES LEA ID,Local Education Agency (School District) Name,Data Group ID,Data Description,Value,Number of Valid Test Takers,Category
2014-2015,UNITED STATES,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,Asian
2014-2015,UNITED STATES,,,695,Four-Year Adjusted-Cohort Graduation Rates,90.2,NA,Asian / Pacific Islander
2014-2015,UNITED STATES,,,695,Four-Year Adjusted-Cohort Graduation Rates,64.6,NA,Children with one or more disabilities (IDEA)
2014-2015,UNITED STATES,,,695,Four-Year Adjusted-Cohort Graduation Rates,76.1,NA,Economically Disadvantaged
2014-2015,UNITED STATES,,,695,Four-Year Adjusted-Cohort Graduation Rates,65.1,NA,English Learner
2014-2015,UNITED STATES,,,695,Four-Year Adjusted-Cohort Graduation Rates,77.8,NA,Hispanic/Latino
2014-2015,UNITED STATES,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2014-2015,UNITED STATES,,,695,Four-Year Adjusted-Cohort Graduation Rates,87.6,NA,White or Caucasian (not Hispanic)
2014-2015,UNITED STATES,,,695,Four-Year Adjusted-Cohort Graduation Rates,74.6,NA,Black or African American
2014-2015,UNITED STATES,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,Two or more races
2014-2015,UTAH,,,695,Four-Year Adjusted-Cohort Graduation Rates,84.8,NA,All Students
2014-2015,UTAH,,,695,Four-Year Adjusted-Cohort Graduation Rates,70,NA,American Indian or Alaska Native
2014-2015,UTAH,,,695,Four-Year Adjusted-Cohort Graduation Rates,89,NA,Asian
2014-2015,UTAH,,,695,Four-Year Adjusted-Cohort Graduation Rates,86,NA,Asian / Pacific Islander
2014-2015,UTAH,,,695,Four-Year Adjusted-Cohort Graduation Rates,67.9,NA,Children with one or more disabilities (IDEA)
2014-2015,UTAH,,,695,Four-Year Adjusted-Cohort Graduation Rates,76.7,NA,Economically Disadvantaged
2014-2015,UTAH,,,695,Four-Year Adjusted-Cohort Graduation Rates,66,NA,English Learner
2014-2015,UTAH,,,695,Four-Year Adjusted-Cohort Graduation Rates,74.4,NA,Hispanic/Latino
2014-2015,UTAH,,,695,Four-Year Adjusted-Cohort Graduation Rates,84,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2014-2015,UTAH,,,695,Four-Year Adjusted-Cohort Graduation Rates,87.4,NA,White or Caucasian (not Hispanic)
2014-2015,UTAH,,,695,Four-Year Adjusted-Cohort Graduation Rates,70,NA,Black or African American
2014-2015,UTAH,,,695,Four-Year Adjusted-Cohort Graduation Rates,87,NA,Two or more races
2014-2015,VERMONT,,,695,Four-Year Adjusted-Cohort Graduation Rates,87.7,NA,All Students
2014-2015,VERMONT,,,695,Four-Year Adjusted-Cohort Graduation Rates,>=50,NA,American Indian or Alaska Native
2014-2015,VERMONT,,,695,Four-Year Adjusted-Cohort Graduation Rates,S,NA,Asian
2014-2015,VERMONT,,,695,Four-Year Adjusted-Cohort Graduation Rates,76,NA,Asian / Pacific Islander
2014-2015,VERMONT,,,695,Four-Year Adjusted-Cohort Graduation Rates,72,NA,Children with one or more disabilities (IDEA)
2014-2015,VERMONT,,,695,Four-Year Adjusted-Cohort Graduation Rates,78,NA,Economically Disadvantaged
2014-2015,VERMONT,,,695,Four-Year Adjusted-Cohort Graduation Rates,69,NA,English Learner
2014-2015,VERMONT,,,695,Four-Year Adjusted-Cohort Graduation Rates,S,NA,Hispanic/Latino
2014-2015,VERMONT,,,695,Four-Year Adjusted-Cohort Graduation Rates,S,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2014-2015,VERMONT,,,695,Four-Year Adjusted-Cohort Graduation Rates,88.5,NA,White or Caucasian (not Hispanic)
2014-2015,VERMONT,,,695,Four-Year Adjusted-Cohort Graduation Rates,81,NA,Black or African American
2014-2015,VERMONT,,,695,Four-Year Adjusted-Cohort Graduation Rates,80,NA,Two or more races
2014-2015,VIRGINIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,85.7,NA,All Students
2014-2015,VIRGINIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,American Indian or Alaska Native
2014-2015,VIRGINIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,91.9,NA,Asian
2014-2015,VIRGINIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,91.9,NA,Asian / Pacific Islander
2014-2015,VIRGINIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,52.6,NA,Children with one or more disabilities (IDEA)
2014-2015,VIRGINIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,75.4,NA,Economically Disadvantaged
2014-2015,VIRGINIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,44.6,NA,English Learner
2014-2015,VIRGINIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,76,NA,Hispanic/Latino
2014-2015,VIRGINIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2014-2015,VIRGINIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,89.6,NA,White or Caucasian (not Hispanic)
2014-2015,VIRGINIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,78.8,NA,Black or African American
2014-2015,VIRGINIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,Two or more races
2014-2015,WASHINGTON,,,695,Four-Year Adjusted-Cohort Graduation Rates,78.2,NA,All Students
2014-2015,WASHINGTON,,,695,Four-Year Adjusted-Cohort Graduation Rates,60,NA,American Indian or Alaska Native
2014-2015,WASHINGTON,,,695,Four-Year Adjusted-Cohort Graduation Rates,87.8,NA,Asian
2014-2015,WASHINGTON,,,695,Four-Year Adjusted-Cohort Graduation Rates,85.5,NA,Asian / Pacific Islander
2014-2015,WASHINGTON,,,695,Four-Year Adjusted-Cohort Graduation Rates,58,NA,Children with one or more disabilities (IDEA)
2014-2015,WASHINGTON,,,695,Four-Year Adjusted-Cohort Graduation Rates,68.1,NA,Economically Disadvantaged
2014-2015,WASHINGTON,,,695,Four-Year Adjusted-Cohort Graduation Rates,55.8,NA,English Learner
2014-2015,WASHINGTON,,,695,Four-Year Adjusted-Cohort Graduation Rates,69.6,NA,Hispanic/Latino
2014-2015,WASHINGTON,,,695,Four-Year Adjusted-Cohort Graduation Rates,67,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2014-2015,WASHINGTON,,,695,Four-Year Adjusted-Cohort Graduation Rates,80.9,NA,White or Caucasian (not Hispanic)
2014-2015,WASHINGTON,,,695,Four-Year Adjusted-Cohort Graduation Rates,68.8,NA,Black or African American
2014-2015,WASHINGTON,,,695,Four-Year Adjusted-Cohort Graduation Rates,78,NA,Two or more races
2014-2015,WEST VIRGINIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,86.5,NA,All Students
2014-2015,WEST VIRGINIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,71,NA,American Indian or Alaska Native
2014-2015,WEST VIRGINIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,>=95,NA,Asian
2014-2015,WEST VIRGINIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,>=95,NA,Asian / Pacific Islander
2014-2015,WEST VIRGINIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,69,NA,Children with one or more disabilities (IDEA)
2014-2015,WEST VIRGINIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,82.9,NA,Economically Disadvantaged
2014-2015,WEST VIRGINIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,86,NA,English Learner
2014-2015,WEST VIRGINIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,S,NA,Hispanic/Latino
2014-2015,WEST VIRGINIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,S,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2014-2015,WEST VIRGINIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,86.7,NA,White or Caucasian (not Hispanic)
2014-2015,WEST VIRGINIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,83,NA,Black or African American
2014-2015,WEST VIRGINIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,85,NA,Two or more races
2014-2015,WISCONSIN,,,695,Four-Year Adjusted-Cohort Graduation Rates,88.4,NA,All Students
2014-2015,WISCONSIN,,,695,Four-Year Adjusted-Cohort Graduation Rates,78,NA,American Indian or Alaska Native
2014-2015,WISCONSIN,,,695,Four-Year Adjusted-Cohort Graduation Rates,91,NA,Asian
2014-2015,WISCONSIN,,,695,Four-Year Adjusted-Cohort Graduation Rates,91,NA,Asian / Pacific Islander
2014-2015,WISCONSIN,,,695,Four-Year Adjusted-Cohort Graduation Rates,67.5,NA,Children with one or more disabilities (IDEA)
2014-2015,WISCONSIN,,,695,Four-Year Adjusted-Cohort Graduation Rates,77.3,NA,Economically Disadvantaged
2014-2015,WISCONSIN,,,695,Four-Year Adjusted-Cohort Graduation Rates,62,NA,English Learner
2014-2015,WISCONSIN,,,695,Four-Year Adjusted-Cohort Graduation Rates,77.5,NA,Hispanic/Latino
2014-2015,WISCONSIN,,,695,Four-Year Adjusted-Cohort Graduation Rates,84,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2014-2015,WISCONSIN,,,695,Four-Year Adjusted-Cohort Graduation Rates,92.9,NA,White or Caucasian (not Hispanic)
2014-2015,WISCONSIN,,,695,Four-Year Adjusted-Cohort Graduation Rates,64.1,NA,Black or African American
2014-2015,WISCONSIN,,,695,Four-Year Adjusted-Cohort Graduation Rates,86,NA,Two or more races
2014-2015,WYOMING,,,695,Four-Year Adjusted-Cohort Graduation Rates,79.3,NA,All Students
2014-2015,WYOMING,,,695,Four-Year Adjusted-Cohort Graduation Rates,45,NA,American Indian or Alaska Native
2014-2015,WYOMING,,,695,Four-Year Adjusted-Cohort Graduation Rates,S,NA,Asian
2014-2015,WYOMING,,,695,Four-Year Adjusted-Cohort Graduation Rates,88,NA,Asian / Pacific Islander
2014-2015,WYOMING,,,695,Four-Year Adjusted-Cohort Graduation Rates,59,NA,Children with one or more disabilities (IDEA)
2014-2015,WYOMING,,,695,Four-Year Adjusted-Cohort Graduation Rates,66,NA,Economically Disadvantaged
2014-2015,WYOMING,,,695,Four-Year Adjusted-Cohort Graduation Rates,64,NA,English Learner
2014-2015,WYOMING,,,695,Four-Year Adjusted-Cohort Graduation Rates,72,NA,Hispanic/Latino
2014-2015,WYOMING,,,695,Four-Year Adjusted-Cohort Graduation Rates,S,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2014-2015,WYOMING,,,695,Four-Year Adjusted-Cohort Graduation Rates,81.8,NA,White or Caucasian (not Hispanic)
2014-2015,WYOMING,,,695,Four-Year Adjusted-Cohort Graduation Rates,68,NA,Black or African American
2014-2015,WYOMING,,,695,Four-Year Adjusted-Cohort Graduation Rates,72,NA,Two or more races
2013-2014,ALABAMA,,,695,Four-Year Adjusted-Cohort Graduation Rates,86.3,NA,All Students
2013-2014,ALABAMA,,,695,Four-Year Adjusted-Cohort Graduation Rates,88,NA,American Indian or Alaska Native
2013-2014,ALABAMA,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,Asian
2013-2014,ALABAMA,,,695,Four-Year Adjusted-Cohort Graduation Rates,91,NA,Asian / Pacific Islander
2013-2014,ALABAMA,,,695,Four-Year Adjusted-Cohort Graduation Rates,64.4,NA,Children with one or more disabilities (IDEA)
2013-2014,ALABAMA,,,695,Four-Year Adjusted-Cohort Graduation Rates,81.5,NA,Economically Disadvantaged
2013-2014,ALABAMA,,,695,Four-Year Adjusted-Cohort Graduation Rates,67,NA,English Learner
2013-2014,ALABAMA,,,695,Four-Year Adjusted-Cohort Graduation Rates,85,NA,Hispanic/Latino
2013-2014,ALABAMA,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2013-2014,ALABAMA,,,695,Four-Year Adjusted-Cohort Graduation Rates,87.8,NA,White or Caucasian (not Hispanic)
2013-2014,ALABAMA,,,695,Four-Year Adjusted-Cohort Graduation Rates,83.8,NA,Black or African American
2013-2014,ALABAMA,,,695,Four-Year Adjusted-Cohort Graduation Rates,82,NA,Two or more races
2013-2014,ALASKA,,,695,Four-Year Adjusted-Cohort Graduation Rates,71.1,NA,All Students
2013-2014,ALASKA,,,695,Four-Year Adjusted-Cohort Graduation Rates,55,NA,American Indian or Alaska Native
2013-2014,ALASKA,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,Asian
2013-2014,ALASKA,,,695,Four-Year Adjusted-Cohort Graduation Rates,74,NA,Asian / Pacific Islander
2013-2014,ALASKA,,,695,Four-Year Adjusted-Cohort Graduation Rates,42,NA,Children with one or more disabilities (IDEA)
2013-2014,ALASKA,,,695,Four-Year Adjusted-Cohort Graduation Rates,59.6,NA,Economically Disadvantaged
2013-2014,ALASKA,,,695,Four-Year Adjusted-Cohort Graduation Rates,32,NA,English Learner
2013-2014,ALASKA,,,695,Four-Year Adjusted-Cohort Graduation Rates,70,NA,Hispanic/Latino
2013-2014,ALASKA,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2013-2014,ALASKA,,,695,Four-Year Adjusted-Cohort Graduation Rates,78.5,NA,White or Caucasian (not Hispanic)
2013-2014,ALASKA,,,695,Four-Year Adjusted-Cohort Graduation Rates,66,NA,Black or African American
2013-2014,ALASKA,,,695,Four-Year Adjusted-Cohort Graduation Rates,69,NA,Two or more races
2013-2014,ARIZONA,,,695,Four-Year Adjusted-Cohort Graduation Rates,75.7,NA,All Students
2013-2014,ARIZONA,,,695,Four-Year Adjusted-Cohort Graduation Rates,62.7,NA,American Indian or Alaska Native
2013-2014,ARIZONA,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,Asian
2013-2014,ARIZONA,,,695,Four-Year Adjusted-Cohort Graduation Rates,83,NA,Asian / Pacific Islander
2013-2014,ARIZONA,,,695,Four-Year Adjusted-Cohort Graduation Rates,63.3,NA,Children with one or more disabilities (IDEA)
2013-2014,ARIZONA,,,695,Four-Year Adjusted-Cohort Graduation Rates,69.9,NA,Economically Disadvantaged
2013-2014,ARIZONA,,,695,Four-Year Adjusted-Cohort Graduation Rates,18,NA,English Learner
2013-2014,ARIZONA,,,695,Four-Year Adjusted-Cohort Graduation Rates,70.3,NA,Hispanic/Latino
2013-2014,ARIZONA,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2013-2014,ARIZONA,,,695,Four-Year Adjusted-Cohort Graduation Rates,82.3,NA,White or Caucasian (not Hispanic)
2013-2014,ARIZONA,,,695,Four-Year Adjusted-Cohort Graduation Rates,71,NA,Black or African American
2013-2014,ARIZONA,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,Two or more races
2013-2014,ARKANSAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,86.9,NA,All Students
2013-2014,ARKANSAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,86,NA,American Indian or Alaska Native
2013-2014,ARKANSAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,89,NA,Asian
2013-2014,ARKANSAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,85,NA,Asian / Pacific Islander
2013-2014,ARKANSAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,83.1,NA,Children with one or more disabilities (IDEA)
2013-2014,ARKANSAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,82.7,NA,Economically Disadvantaged
2013-2014,ARKANSAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,84,NA,English Learner
2013-2014,ARKANSAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,84.5,NA,Hispanic/Latino
2013-2014,ARKANSAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,69,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2013-2014,ARKANSAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,89.3,NA,White or Caucasian (not Hispanic)
2013-2014,ARKANSAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,81,NA,Black or African American
2013-2014,ARKANSAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,88,NA,Two or more races
2013-2014,CALIFORNIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,81,NA,All Students
2013-2014,CALIFORNIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,71,NA,American Indian or Alaska Native
2013-2014,CALIFORNIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,92,NA,Asian
2013-2014,CALIFORNIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,91.8,NA,Asian / Pacific Islander
2013-2014,CALIFORNIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,62,NA,Children with one or more disabilities (IDEA)
2013-2014,CALIFORNIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,76,NA,Economically Disadvantaged
2013-2014,CALIFORNIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,65,NA,English Learner
2013-2014,CALIFORNIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,77,NA,Hispanic/Latino
2013-2014,CALIFORNIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,80,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2013-2014,CALIFORNIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,88,NA,White or Caucasian (not Hispanic)
2013-2014,CALIFORNIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,68,NA,Black or African American
2013-2014,CALIFORNIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,83,NA,Two or more races
2013-2014,COLORADO,,,695,Four-Year Adjusted-Cohort Graduation Rates,77.3,NA,All Students
2013-2014,COLORADO,,,695,Four-Year Adjusted-Cohort Graduation Rates,61,NA,American Indian or Alaska Native
2013-2014,COLORADO,,,695,Four-Year Adjusted-Cohort Graduation Rates,85,NA,Asian
2013-2014,COLORADO,,,695,Four-Year Adjusted-Cohort Graduation Rates,84,NA,Asian / Pacific Islander
2013-2014,COLORADO,,,695,Four-Year Adjusted-Cohort Graduation Rates,54.6,NA,Children with one or more disabilities (IDEA)
2013-2014,COLORADO,,,695,Four-Year Adjusted-Cohort Graduation Rates,64.2,NA,Economically Disadvantaged
2013-2014,COLORADO,,,695,Four-Year Adjusted-Cohort Graduation Rates,58.7,NA,English Learner
2013-2014,COLORADO,,,695,Four-Year Adjusted-Cohort Graduation Rates,66.7,NA,Hispanic/Latino
2013-2014,COLORADO,,,695,Four-Year Adjusted-Cohort Graduation Rates,73,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2013-2014,COLORADO,,,695,Four-Year Adjusted-Cohort Graduation Rates,83.2,NA,White or Caucasian (not Hispanic)
2013-2014,COLORADO,,,695,Four-Year Adjusted-Cohort Graduation Rates,69,NA,Black or African American
2013-2014,COLORADO,,,695,Four-Year Adjusted-Cohort Graduation Rates,80,NA,Two or more races
2013-2014,CONNECTICUT,,,695,Four-Year Adjusted-Cohort Graduation Rates,87,NA,All Students
2013-2014,CONNECTICUT,,,695,Four-Year Adjusted-Cohort Graduation Rates,85,NA,American Indian or Alaska Native
2013-2014,CONNECTICUT,,,695,Four-Year Adjusted-Cohort Graduation Rates,93,NA,Asian
2013-2014,CONNECTICUT,,,695,Four-Year Adjusted-Cohort Graduation Rates,93,NA,Asian / Pacific Islander
2013-2014,CONNECTICUT,,,695,Four-Year Adjusted-Cohort Graduation Rates,65.2,NA,Children with one or more disabilities (IDEA)
2013-2014,CONNECTICUT,,,695,Four-Year Adjusted-Cohort Graduation Rates,75.9,NA,Economically Disadvantaged
2013-2014,CONNECTICUT,,,695,Four-Year Adjusted-Cohort Graduation Rates,63,NA,English Learner
2013-2014,CONNECTICUT,,,695,Four-Year Adjusted-Cohort Graduation Rates,74,NA,Hispanic/Latino
2013-2014,CONNECTICUT,,,695,Four-Year Adjusted-Cohort Graduation Rates,75,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2013-2014,CONNECTICUT,,,695,Four-Year Adjusted-Cohort Graduation Rates,92.2,NA,White or Caucasian (not Hispanic)
2013-2014,CONNECTICUT,,,695,Four-Year Adjusted-Cohort Graduation Rates,78.6,NA,Black or African American
2013-2014,CONNECTICUT,,,695,Four-Year Adjusted-Cohort Graduation Rates,83,NA,Two or more races
2013-2014,DELAWARE,,,695,Four-Year Adjusted-Cohort Graduation Rates,87,NA,All Students
2013-2014,DELAWARE,,,695,Four-Year Adjusted-Cohort Graduation Rates,89,NA,American Indian or Alaska Native
2013-2014,DELAWARE,,,695,Four-Year Adjusted-Cohort Graduation Rates,93,NA,Asian
2013-2014,DELAWARE,,,695,Four-Year Adjusted-Cohort Graduation Rates,93,NA,Asian / Pacific Islander
2013-2014,DELAWARE,,,695,Four-Year Adjusted-Cohort Graduation Rates,68,NA,Children with one or more disabilities (IDEA)
2013-2014,DELAWARE,,,695,Four-Year Adjusted-Cohort Graduation Rates,81,NA,Economically Disadvantaged
2013-2014,DELAWARE,,,695,Four-Year Adjusted-Cohort Graduation Rates,77,NA,English Learner
2013-2014,DELAWARE,,,695,Four-Year Adjusted-Cohort Graduation Rates,84,NA,Hispanic/Latino
2013-2014,DELAWARE,,,695,Four-Year Adjusted-Cohort Graduation Rates,>=50,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2013-2014,DELAWARE,,,695,Four-Year Adjusted-Cohort Graduation Rates,89.5,NA,White or Caucasian (not Hispanic)
2013-2014,DELAWARE,,,695,Four-Year Adjusted-Cohort Graduation Rates,83,NA,Black or African American
2013-2014,DELAWARE,,,695,Four-Year Adjusted-Cohort Graduation Rates,90,NA,Two or more races
2013-2014,DISTRICT OF COLUMBIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,61.4,NA,All Students
2013-2014,DISTRICT OF COLUMBIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,S,NA,American Indian or Alaska Native
2013-2014,DISTRICT OF COLUMBIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,85,NA,Asian
2013-2014,DISTRICT OF COLUMBIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,S,NA,Asian / Pacific Islander
2013-2014,DISTRICT OF COLUMBIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,41,NA,Children with one or more disabilities (IDEA)
2013-2014,DISTRICT OF COLUMBIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,60.1,NA,Economically Disadvantaged
2013-2014,DISTRICT OF COLUMBIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,64,NA,English Learner
2013-2014,DISTRICT OF COLUMBIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,65,NA,Hispanic/Latino
2013-2014,DISTRICT OF COLUMBIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,S,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2013-2014,DISTRICT OF COLUMBIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,85,NA,White or Caucasian (not Hispanic)
2013-2014,DISTRICT OF COLUMBIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,59.7,NA,Black or African American
2013-2014,DISTRICT OF COLUMBIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,79,NA,Two or more races
2013-2014,FLORIDA,,,695,Four-Year Adjusted-Cohort Graduation Rates,76.1,NA,All Students
2013-2014,FLORIDA,,,695,Four-Year Adjusted-Cohort Graduation Rates,74,NA,American Indian or Alaska Native
2013-2014,FLORIDA,,,695,Four-Year Adjusted-Cohort Graduation Rates,89.2,NA,Asian
2013-2014,FLORIDA,,,695,Four-Year Adjusted-Cohort Graduation Rates,89.2,NA,Asian / Pacific Islander
2013-2014,FLORIDA,,,695,Four-Year Adjusted-Cohort Graduation Rates,55.1,NA,Children with one or more disabilities (IDEA)
2013-2014,FLORIDA,,,695,Four-Year Adjusted-Cohort Graduation Rates,67.8,NA,Economically Disadvantaged
2013-2014,FLORIDA,,,695,Four-Year Adjusted-Cohort Graduation Rates,55.8,NA,English Learner
2013-2014,FLORIDA,,,695,Four-Year Adjusted-Cohort Graduation Rates,75,NA,Hispanic/Latino
2013-2014,FLORIDA,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2013-2014,FLORIDA,,,695,Four-Year Adjusted-Cohort Graduation Rates,81.7,NA,White or Caucasian (not Hispanic)
2013-2014,FLORIDA,,,695,Four-Year Adjusted-Cohort Graduation Rates,64.7,NA,Black or African American
2013-2014,FLORIDA,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,Two or more races
2013-2014,GEORGIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,72.5,NA,All Students
2013-2014,GEORGIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,67,NA,American Indian or Alaska Native
2013-2014,GEORGIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,Asian
2013-2014,GEORGIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,82.8,NA,Asian / Pacific Islander
2013-2014,GEORGIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,36.5,NA,Children with one or more disabilities (IDEA)
2013-2014,GEORGIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,62.5,NA,Economically Disadvantaged
2013-2014,GEORGIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,43.9,NA,English Learner
2013-2014,GEORGIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,64,NA,Hispanic/Latino
2013-2014,GEORGIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2013-2014,GEORGIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,79.7,NA,White or Caucasian (not Hispanic)
2013-2014,GEORGIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,65.2,NA,Black or African American
2013-2014,GEORGIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,76.9,NA,Two or more races
2013-2014,HAWAII,,,695,Four-Year Adjusted-Cohort Graduation Rates,81.8,NA,All Students
2013-2014,HAWAII,,,695,Four-Year Adjusted-Cohort Graduation Rates,72,NA,American Indian or Alaska Native
2013-2014,HAWAII,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,Asian
2013-2014,HAWAII,,,695,Four-Year Adjusted-Cohort Graduation Rates,82.8,NA,Asian / Pacific Islander
2013-2014,HAWAII,,,695,Four-Year Adjusted-Cohort Graduation Rates,59,NA,Children with one or more disabilities (IDEA)
2013-2014,HAWAII,,,695,Four-Year Adjusted-Cohort Graduation Rates,77.6,NA,Economically Disadvantaged
2013-2014,HAWAII,,,695,Four-Year Adjusted-Cohort Graduation Rates,53,NA,English Learner
2013-2014,HAWAII,,,695,Four-Year Adjusted-Cohort Graduation Rates,76,NA,Hispanic/Latino
2013-2014,HAWAII,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2013-2014,HAWAII,,,695,Four-Year Adjusted-Cohort Graduation Rates,80,NA,White or Caucasian (not Hispanic)
2013-2014,HAWAII,,,695,Four-Year Adjusted-Cohort Graduation Rates,76,NA,Black or African American
2013-2014,HAWAII,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,Two or more races
2013-2014,IDAHO,,,695,Four-Year Adjusted-Cohort Graduation Rates,77.3,NA,All Students
2013-2014,IDAHO,,,695,Four-Year Adjusted-Cohort Graduation Rates,56,NA,American Indian or Alaska Native
2013-2014,IDAHO,,,695,Four-Year Adjusted-Cohort Graduation Rates,79,NA,Asian
2013-2014,IDAHO,,,695,Four-Year Adjusted-Cohort Graduation Rates,79,NA,Asian / Pacific Islander
2013-2014,IDAHO,,,695,Four-Year Adjusted-Cohort Graduation Rates,59,NA,Children with one or more disabilities (IDEA)
